player,ppg,apg,rpg,bpg,num_seasons,MVPs,Finals_MVP,Championships,ROTY,DPOTY,CPOY,NBA1st,NBA2nd,NBA3rd,DEF1st,DEF2nd,AllStarCount,hof
Willie Long,11.352112676,0.9812206573,5.9577464789,0.0610328638,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Willie Norwoo,7.4627906977,0.8465116279,3.7139534884,0.0511627907,7,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Willie Sojour,6.0453074434,0.7346278317,4.8155339806,0.4919093851,4,0,0.0,1.0,0,0,0,0,0,0,0,0,0,False
Al Sanders,2.0,0.0,1.25,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Ansley Truitt,2.4375,0.125,2.375,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Bill Chamberl,5.3205128205,1.4487179487,2.5384615385,0.1538461538,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Bill Newton,2.0857142857,0.4,1.8571428571,0.0,2,0,0.0,1.0,0,0,0,0,0,0,0,0,0,False
Billy Shepher,5.7278106509,3.8875739645,1.1301775148,0.1124260355,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Bob Davis,1.7777777778,0.2222222222,0.5555555556,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Bob Ford,1.5555555556,0.4444444444,1.3333333333,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Bob Lackey,5.8169014085,1.9295774648,2.3098591549,0.0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Bob McAdoo,22.050469484,2.2899061033,9.4460093897,1.3462441315,14,1,0.0,2.0,1,0,0,1,1,0,0,0,5,True
Bob Nash,4.6737288136,0.6737288136,2.2796610169,0.1906779661,5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Brian Mahoney,3.0526315789,0.6315789474,0.7368421053,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Brian Taylor,13.091514143,4.1231281198,2.6755407654,0.2529118136,10,0,0.0,2.0,0,0,0,0,0,0,2,1,2,False
Bud Stallwort,7.6773162939,0.6805111821,2.750798722,0.1629392971,5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Charles Dudle,5.2853185596,3.4072022161,3.0166204986,0.0360110803,6,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Charles Johns,8.1401151631,1.86756238,2.5297504798,0.0767754319,7,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Chris Ford,9.2115869018,3.4244332494,3.0151133501,0.241813602,10,0,0.0,1.0,0,0,0,0,0,0,0,0,0,False
Chuck Terry,3.8064516129,0.7683284457,2.3988269795,0.0703812317,5,0,0.0,1.0,0,0,0,0,0,0,0,0,0,False
Claude Terry,5.5415472779,1.3094555874,1.4297994269,0.0315186246,6,0,0.0,0.0,0,0,0,0,0,0,0,0,1,False
Claude Virden,9.8709677419,2.3870967742,4.9677419355,0.064516129,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Corky Calhoun,5.3431734317,1.1088560886,3.6199261993,0.2435424354,8,0,0.0,1.0,0,0,0,0,0,0,0,0,0,False
Dave Twardzik,9.2854477612,3.401119403,2.3992537313,0.0858208955,8,0,0.0,1.0,0,0,0,0,0,0,0,0,1,False
David Bustion,3.3617021277,0.4468085106,2.1489361702,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Dennis Wuycik,4.3566878981,0.8152866242,2.0573248408,0.0318471338,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Don Buse,7.132505176,4.5807453416,2.6552795031,0.16873706,13,0,0.0,1.0,0,0,0,0,0,0,6,0,2,False
Dwight Davis,8.6352941176,1.5558823529,5.8558823529,0.4382352941,5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Eric McWillia,1.9545454545,0.1136363636,1.3636363636,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Frank Russell,3.2173913043,0.652173913,0.7391304348,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Frank Schade,1.1111111111,1.1111111111,0.6666666667,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Freddie Boyd,8.5137614679,3.0152905199,1.629969419,0.0886850153,6,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
George Adams,7.6837209302,1.4744186047,4.0604651163,0.2744186047,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
George Bruns,6.6153846154,2.7692307692,0.6153846154,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
George Gervin,25.089622642,2.6396226415,5.2849056604,0.9877358491,14,0,0.0,0.0,0,0,0,5,2,0,0,0,12,True
George Johnso,4.8329646018,1.0276548673,6.5121681416,2.3030973451,13,0,0.0,1.0,0,0,0,0,0,0,0,1,0,False
Harold Fox,3.1,1.0,0.8,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Harthorne Win,4.8254716981,0.6037735849,3.5141509434,0.2688679245,4,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Henry Bacon,3.5319148936,0.8085106383,1.7446808511,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Henry Bibby,8.5555555556,3.3466666667,2.3422222222,0.0503703704,9,0,0.0,1.0,0,0,0,0,0,0,0,0,0,False
James Silas,16.113868613,3.8364963504,3.0204379562,0.1532846715,10,0,0.0,0.0,0,0,0,0,0,0,0,0,2,False
Jim Chones,12.46319797,1.6395939086,8.1560913706,0.9822335025,10,0,0.0,1.0,0,0,0,0,0,0,0,0,0,False
Jim Price,9.9764705882,3.6980392157,3.0705882353,0.2470588235,7,0,0.0,0.0,0,0,0,0,0,0,0,1,1,False
Joby Wright,4.2330097087,0.3689320388,2.8252427184,0.0485436893,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
John Gianelli,7.7818853974,1.5378927911,5.8927911275,0.8798521257,8,0,0.0,1.0,0,0,0,0,0,0,0,0,0,False
John Tschogl,2.4513274336,0.610619469,1.8407079646,0.3982300885,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Kevin Porter,11.60091047,8.0637329287,1.7890743551,0.1092564492,10,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
LaRue Martin,5.2767527675,0.7490774908,4.6420664207,0.3616236162,4,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Lloyd Neal,11.140229885,1.4528735632,7.7471264368,0.7448275862,7,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Mark Minor,1.25,0.5,1.0,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Mike Barr,5.8762214984,2.8045602606,2.0586319218,0.1400651466,5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Mike Jackson,10.162878788,0.9621212121,5.7045454545,0.2386363636,4,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Mike Ratliff,4.0166666667,0.6333333333,3.2333333333,0.0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Ollie Johnson,7.7405797101,1.7565217391,3.3043478261,0.3246376812,10,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Paul McCracke,4.3243243243,0.8918918919,1.972972973,0.0,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Paul Stovall,4.6315789474,0.6578947368,3.1315789474,0.1578947368,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Paul Westphal,15.563791009,4.3633049818,1.9198055893,0.3183475091,12,0,0.0,1.0,0,0,0,3,1,0,0,0,5,True
Pete Smith,0.8,0.2,1.6,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Roger Brown,2.4476987448,0.4937238494,3.4937238494,0.5439330544,5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Ron Riley,5.8409090909,1.2045454545,5.1818181818,0.2537878788,4,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Ronald Thomas,3.9810606061,0.75,4.071969697,0.1628787879,4,0,0.0,1.0,0,0,0,0,0,0,0,0,0,False
Rowland Garre,5.0836501901,0.4030418251,2.3079847909,0.1482889734,5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Russ Lee,2.9072164948,0.6701030928,1.175257732,0.0309278351,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Sam Cash,2.8571428571,0.0,2.7142857143,0.4285714286,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Sam Sibert,2.4,0.0,0.8,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Scott English,5.6476190476,1.019047619,4.0285714286,0.1904761905,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Stephen Previ,1.8333333333,0.8,0.4666666667,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Steve Bracey,6.1016042781,2.1818181818,1.5561497326,0.0320855615,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Tom Patterson,2.24,0.2,0.96,0.0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Tom Riker,2.743902439,0.2926829268,1.6829268293,0.0609756098,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Travis Grant,13.766169154,1.0497512438,4.0746268657,0.2537313433,4,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
William Frank,6.1401869159,0.6074766355,3.738317757,0.046728972,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Allan Bristow,7.8417266187,3.1928057554,4.0100719424,0.0604316547,10,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Allie McGuire,2.0,0.5,1.0,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Barry Parkhil,5.6069364162,2.2312138728,1.2947976879,0.1734104046,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Ben Kelso,1.847826087,0.3913043478,0.6739130435,0.0217391304,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Bernie Fryer,6.3,2.975,1.8916666667,0.0833333333,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Billy James,2.0,1.0,0.0,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Billy Schaeff,5.8540145985,0.6861313869,2.1094890511,0.1459854015,3,0,0.0,1.0,0,0,0,0,0,0,0,0,0,False
Bird Averitt,12.114754098,2.9453551913,1.8579234973,0.150273224,5,0,0.0,1.0,0,0,0,0,0,0,0,0,0,False
Bo Lamar,16.402930403,3.8937728938,2.706959707,0.1098901099,4,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Bruce Seals,8.9281609195,1.0344827586,4.2040229885,0.5977011494,5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Caldwell Jone,7.883756736,1.3856812933,8.2255581216,1.7682832948,17,0,0.0,0.0,0,0,0,0,0,0,2,0,1,False
Charles Edge,7.7483870968,0.7032258065,6.3290322581,0.6774193548,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Dennis Bell,2.7777777778,0.4444444444,1.8888888889,0.1587301587,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Derrek Dickey,6.1121495327,1.0778816199,4.9065420561,0.1869158879,5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Doug Collins,17.896385542,3.2963855422,3.2265060241,0.2746987952,8,0,0.0,0.0,0,0,0,0,0,0,0,0,4,False
Dwight Jones,8.1331592689,1.1892950392,5.8916449086,0.5182767624,10,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
E.C. Coleman,7.1512605042,1.3221288515,6.025210084,0.3977591036,6,0,0.0,0.0,0,0,0,0,0,0,1,1,0,False
Ed Ratleff,8.3224852071,2.650887574,4.0325443787,0.4230769231,5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Ernie DiGrego,9.6057692308,5.108974359,1.9551282051,0.0448717949,5,0,0.0,0.0,1,0,0,0,0,0,0,0,0,False
Gary Melchion,7.8394160584,2.1751824818,2.401459854,0.1532846715,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Jerry Pender,2.4545454545,0.3636363636,0.4545454545,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Jim Bradley,7.0102040816,1.306122449,5.387755102,0.6326530612,3,0,0.0,1.0,0,0,0,0,0,0,0,0,0,False
Jim Brewer,5.8307254623,1.4765291607,6.3413940256,0.7254623044,9,0,0.0,1.0,0,0,0,0,0,0,0,2,0,False
Jim Garvin,0.3333333333,0.0,0.8333333333,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Jim O'Brien,4.6206896552,1.5,2.3793103448,0.4482758621,2,0,0.0,1.0,0,0,0,0,0,0,0,0,0,False
Jim Owens,3.0517241379,1.1034482759,0.8965517241,0.0344827586,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Joe Reaves,4.2105263158,0.3684210526,2.8421052632,0.4736842105,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
John Brown,7.4362139918,1.4465020576,4.3744855967,0.1563786008,7,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
John Williams,17.474806202,2.7926356589,2.4689922481,0.2674418605,8,0,0.0,2.0,0,0,0,0,0,0,0,0,0,False
Ken Charles,8.5310559006,2.5031055901,1.9875776398,0.397515528,5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Kermit Washin,9.2031558185,1.3708086785,8.3471400394,1.0848126233,10,0,0.0,0.0,0,0,0,0,0,0,0,2,1,False
Kevin Joyce,10.588888889,3.2222222222,1.6888888889,0.1888888889,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Kevin Kunnert,8.2918918919,1.4126126126,7.2630630631,1.1099099099,9,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Larry Finch,8.640625,2.3515625,1.6953125,0.0546875,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Larry Kenon,17.22606383,2.2234042553,8.9109042553,0.3284574468,10,0,0.0,1.0,0,0,0,0,0,0,0,0,5,False
Larry McNeill,8.5286195286,0.7575757576,4.8484848485,0.2626262626,6,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Louie Nelson,9.4330357143,1.9464285714,2.3526785714,0.09375,5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Luke Witte,3.1525423729,0.5084745763,3.0254237288,0.3813559322,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Mark Sibley,1.6428571429,0.4642857143,0.8928571429,0.0357142857,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Mel Davis,5.3052631579,0.8631578947,4.2947368421,0.1157894737,4,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Mike Bantom,12.135977337,2.2988668555,6.3980169972,0.6770538244,9,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Mike D'Antoni,3.3611111111,2.0166666667,1.4555555556,0.2277777778,4,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Mike Green,11.549019608,1.2788671024,6.9302832244,1.6383442266,7,0,0.0,0.0,0,0,0,0,0,0,0,0,1,False
Mike Macaluso,1.6,0.1,0.8333333333,0.0333333333,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Nate Hawthorn,5.4444444444,0.6666666667,2.0555555556,0.2592592593,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Nick Weathers,9.0198675497,0.9227373068,4.9271523179,0.3200883002,7,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Patrick McFar,6.3986486486,1.4797297297,2.0135135135,0.0810810811,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Phil Hankinso,3.935483871,0.1935483871,1.8387096774,0.0322580645,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Rod Freeman,3.0285714286,0.4,1.5428571429,0.0285714286,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Ron Behagen,10.25,1.6082474227,6.9896907216,0.412371134,7,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Ron King,7.1111111111,1.5555555556,2.1111111111,0.2222222222,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Ronnie Robins,6.0694444444,0.7361111111,4.2777777778,0.125,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Roy Ebron,6.225,0.475,4.4,0.8,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Slick Watts,8.9267734554,6.1281464531,3.1990846682,0.2540045767,6,0,0.0,0.0,0,0,0,0,0,0,1,0,0,False
Steve Downing,2.3703703704,0.4074074074,1.5185185185,0.0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Swen Nater,12.43767313,1.7105263158,11.551246537,0.5914127424,11,0,0.0,0.0,0,0,0,0,0,0,0,0,2,False
Ted Manakas,2.4,0.4,0.6,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Tim Bassett,6.200845666,1.2177589852,6.6553911205,0.4799154334,7,0,0.0,1.0,0,0,0,0,0,0,0,0,0,False
Tom Ingelsby,3.2266666667,1.0,1.2933333333,0.0666666667,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Tom Kozelko,2.1534391534,0.5238095238,1.8306878307,0.0846560847,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Vester Marsha,1.3076923077,0.3076923077,2.8461538462,0.2307692308,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Wilbert Robin,8.6444444444,2.9333333333,1.7555555556,0.2,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Aaron James,10.755617978,1.0393258427,4.1292134831,0.1938202247,5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Al Eberhard,6.7727272727,0.7954545455,3.4545454545,0.1590909091,4,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Al Skinner,9.1454005935,2.7507418398,3.2640949555,0.412462908,6,0,0.0,1.0,0,0,0,0,0,0,0,0,0,False
Aulcie Perry,8.619047619,0.9523809524,5.0,0.7619047619,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Ben Clyde,2.76,0.2,1.64,0.12,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Bernie Harris,0.4545454545,0.0909090909,0.7272727273,0.0909090909,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Bill Higgins,9.2,2.1333333333,1.4,0.0666666667,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Bill Ligon,3.3157894737,0.6578947368,0.6842105263,0.2368421053,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Bill Walton,13.27991453,3.3974358974,10.519230769,2.2094017094,10,1,1.0,2.0,0,0,0,1,1,0,2,0,2,True
Billy Harris,8.0131578947,1.4605263158,1.6052631579,0.0789473684,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Billy Knight,16.931790499,2.2679658952,5.3313032887,0.1741778319,11,0,0.0,0.0,0,0,0,0,0,0,0,0,3,False
Bobby Jones,12.105207226,2.6801275239,6.0988310308,1.4017003188,12,0,0.0,1.0,0,0,0,0,0,0,10,1,5,True
Bobby Wilson,5.5384615385,0.7692307692,1.1678321678,0.027972028,4,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Brian Winters,16.210769231,4.1138461538,2.5969230769,0.2923076923,9,0,0.0,0.0,0,0,0,0,0,0,0,0,2,False
Campy Russell,15.818021201,2.9752650177,4.7632508834,0.2014134276,9,0,0.0,0.0,0,0,0,0,0,0,0,0,1,False
Clyde Dickey,2.7586206897,0.8103448276,1.0517241379,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Collis Temple,1.75,0.625,1.2916666667,0.1666666667,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Connie Norman,6.0101010101,0.9494949495,1.4646464646,0.1111111111,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Dan Anderson,3.6526315789,1.7473684211,0.9578947368,0.0315789474,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Darrell Elsto,7.8051948052,2.6493506494,2.1948051948,0.1168831169,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
David Vaughn,10.731182796,1.4516129032,9.8172043011,1.376344086,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Dean Tolson,5.025,0.425,2.2375,0.3375,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Dennis DuVal,1.92,0.68,0.62,0.08,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Don Smith,5.2407407407,0.8703703704,0.5555555556,0.0555555556,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Donald Washin,3.9285714286,0.5892857143,1.8214285714,0.3571428571,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Earl Williams,4.5479452055,0.8630136986,5.5753424658,0.4246575342,4,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Eric Money,12.232394366,3.8098591549,2.0985915493,0.1455399061,6,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Fly Williams,9.3661971831,2.0,2.5492957746,0.1408450704,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Foots Walker,6.3814589666,4.7279635258,2.5623100304,0.1261398176,10,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Frank Kendric,3.3333333333,0.25,1.5,0.125,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Fred Saunders,5.2714285714,1.0666666667,2.9714285714,0.1761904762,4,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Gary Brokaw,8.0,2.9668049793,1.6887966805,0.3153526971,4,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Glenn McDonal,4.1712328767,0.6780821918,1.4726027397,0.1712328767,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Greg Jackson,3.7142857143,1.9591836735,1.4081632653,0.1836734694,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Greg Lee,2.4,2.4,0.5,0.0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Gus Bailey,2.6462585034,1.1428571429,1.6598639456,0.2925170068,5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Gus Gerard,8.4417040359,1.2556053812,4.0605381166,0.7130044843,7,0,0.0,0.0,0,0,0,0,0,0,0,0,1,False
Hank Williams,4.1794871795,0.641025641,2.2820512821,0.1025641026,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Harvey Catchi,3.2206896552,0.8386206897,5.0193103448,1.6910344828,11,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Jamaal Wilkes,17.685990338,2.4758454106,6.1799516908,0.3164251208,12,0,0.0,4.0,1,0,0,0,0,0,0,2,3,True
Jan van Breda,6.1806020067,1.9698996656,4.3010033445,0.7826086957,9,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Jesse Dark,3.6170212766,0.6382978723,0.7872340426,0.0212765957,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Jimmy Foster,3.7191011236,2.1348314607,1.3146067416,0.1011235955,2,0,0.0,0.0,0,0,0,0,0,0,0,0,1,False
John Drew,20.691474966,1.6562922869,6.8849797023,0.2611637348,11,0,0.0,0.0,0,0,0,0,0,0,0,0,2,False
Ken Boyd,3.1666666667,0.3333333333,0.8333333333,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Kevin Restani,6.1563636364,1.3581818182,4.0109090909,0.2018181818,8,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Kevin Stacom,5.1325648415,1.5100864553,1.4726224784,0.0432276657,6,0,0.0,1.0,0,0,0,0,0,0,0,0,0,False
Len Elmore,6.0,0.9361702128,5.1063829787,1.0243161094,10,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Len Kosmalski,1.4473684211,0.6973684211,1.8947368421,0.1315789474,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Leon Benbow,5.4608695652,1.5913043478,1.8608695652,0.147826087,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Leonard Gray,10.75,2.1875,5.21875,0.40625,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Lionel Billin,8.5434782609,1.0652173913,6.0869565217,0.2173913043,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Lloyd Batts,10.310344828,1.8275862069,3.3965517241,0.1034482759,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Marvin Barnes,15.980952381,2.0666666667,9.1206349206,1.3904761905,6,0,0.0,0.0,0,0,0,0,0,0,0,0,2,False
Maurice Lucas,14.551420176,2.4466209598,9.1145935357,0.6454456415,14,0,0.0,1.0,0,0,0,0,1,0,1,1,5,False
Mickey Johnso,14.101769912,2.9612831858,7.1515486726,0.6991150442,12,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Mike Sojourne,8.6806282723,0.9005235602,6.4764397906,0.554973822,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Moses Malone,20.329896907,1.3305841924,12.257044674,1.2982817869,21,3,1.0,1.0,0,0,0,4,4,0,1,1,13,True
Owen Wells,3.0,0.6666666667,1.0606060606,0.0909090909,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Perry Warbing,2.0,3.2,1.6,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Phil Lumpkin,3.3170731707,2.743902439,1.0,0.0365853659,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Phil Smith,15.059180577,3.8861911988,3.0015174507,0.2503793627,9,0,0.0,1.0,0,0,0,0,1,0,0,1,2,False
Reggie Royals,2.0,0.0,0.0,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Rod Derline,4.8411214953,0.6635514019,0.8037383178,0.046728972,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Roy McPipe,4.2,0.2,1.0,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Scott Wedman,13.152317881,1.9547461369,4.8068432671,0.3322295806,13,0,0.0,2.0,0,0,0,0,0,0,0,1,2,False
Stan Washingt,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Steve Hawes,8.3837209302,1.8720930233,6.2093023256,0.4563953488,10,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Tal Skinner,4.5517241379,1.0482758621,4.1931034483,0.1655172414,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Tom Burleson,9.3946188341,1.3475336323,6.264573991,1.3251121076,7,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Tom Henderson,9.3661538462,4.8246153846,2.2984615385,0.1169230769,9,0,0.0,1.0,0,0,0,0,0,0,0,0,0,False
Truck Robinso,15.528497409,1.7461139896,9.4132124352,0.6606217617,11,0,0.0,0.0,0,0,0,1,0,0,0,0,2,False
Wardell Jacks,4.3392857143,0.5357142857,2.375,0.0892857143,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Wayne Pack,2.9047619048,0.619047619,0.9523809524,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Al Carlson,2.5714285714,0.4642857143,2.6071428571,0.3928571429,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Allen Murphy,3.8064516129,0.4193548387,1.6451612903,0.2580645161,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
Alvan Adams,14.078947368,4.0607287449,7.0212550607,0.8178137652,13,0,0.0,0.0,1,0,0,0,0,0,0,0,1,False
Bill Robinzin,10.474480151,1.0586011342,6.0661625709,0.1587901701,7,0,0.0,0.0,0,0,0,0,0,0,0,0,0,False
